ORIG_AIRPORT_CD,DEST_AIRPORT_CD,CARRIER_CD,SUB_CLASS_CD,SUB_CLASS_PRICE,CLASS_CD,CURRENCY
INC,HFE,DZ,Y,1430,Y,CNY
CSX,TAO,MU,J,2990,C,CNY
CSX,TAO,CA,J,4780,C,CNY
XIY,HYN,VD,C,1950,C,CNY
XIY,HYN,9H,T,460,Y,CNY
HYN,XIY,KY,S,690,Y,CNY
CSX,TAO,HO,W,830,Y,CNY
CSX,TAO,MF,F,4860,F,CNY
TAO,CSX,KY,U,1230,Y,CNY
CSX,TAO,BK,O,530,Y,CNY
HFE,INC,PN,B,1320,Y,CNY
CSX,TAO,SC,Q,1040,Y,CNY
HFE,INC,ZH,M,1510,Y,CNY
INC,HFE,MU,D,1930,C,CNY
HFE,INC,KY,V,1080,Y,CNY
HFE,INC,CA,C,2360,C,CNY
INC,HFE,SC,W,1430,Y,CNY
XIY,HYN,ZH,S,690,Y,CNY
TAO,CSX,BK,Q,1020,Y,CNY
HFE,INC,DZ,L,1000,Y,CNY
TAO,CSX,SC,Q,1040,Y,CNY
HFE,INC,CA,A,3140,F,CNY
INC,HFE,SC,U,640,Y,CNY
HFE,INC,SC,V,730,Y,CNY
TAO,CSX,Y8,N,680,Y,CNY
TAO,CSX,CA,V,1040,Y,CNY
XIY,HYN,9H,A,590,Y,CNY
CSX,TAO,MF,V,870,Y,CNY
TAO,CSX,JD,Y,1620,Y,CNY
TAO,CSX,KY,H,1150,Y,CNY
INC,HFE,PN,M,860,Y,CNY
CSX,TAO,QW,L,1200,Y,CNY
CSX,TAO,QW,V,870,Y,CNY
CSX,TAO,CA,Q,1200,Y,CNY
CSX,TAO,HU,B,1490,Y,CNY
CSX,TAO,Y8,H,1360,Y,CNY
HFE,INC,SC,Y,1430,Y,CNY
CSX,TAO,HO,H,1230,Y,CNY
HFE,INC,KY,Q,1240,Y,CNY
TAO,CSX,HU,N,680,Y,CNY
TAO,CSX,MU,F,3320,F,CNY
HFE,INC,PN,K,1090,Y,CNY
HFE,INC,MU,M,1140,Y,CNY
HYN,XIY,ZH,W,790,Y,CNY
CSX,TAO,MU,C,2110,C,CNY
CSX,TAO,Y8,K,1230,Y,CNY
INC,HFE,QW,H,1140,Y,CNY
CSX,TAO,SC,L,1200,Y,CNY
HYN,XIY,ZH,C,2770,C,CNY
INC,HFE,QW,U,640,Y,CNY
INC,HFE,ZH,M,1510,Y,CNY
HFE,INC,DZ,T,1360,Y,CNY
CSX,TAO,CZ,H,1170,Y,CNY
TAO,CSX,MU,M,1200,Y,CNY
CSX,TAO,BK,M,1260,Y,CNY
XIY,HYN,MU,R,720,Y,CNY
INC,HFE,MU,S,580,Y,CNY
CSX,TAO,JD,U,490,Y,CNY
TAO,CSX,HU,Y,1620,Y,CNY
CSX,TAO,CZ,B,1390,Y,CNY
HYN,XIY,VD,Q,900,Y,CNY
XIY,HYN,VD,K,1130,Y,CNY
CSX,TAO,BK,N,1100,Y,CNY
CSX,TAO,CZ,V,730,Y,CNY
HYN,XIY,VD,G,750,Y,CNY
ok,end of the file
