ORIG_AIRPORT_CD,DEST_AIRPORT_CD,CARRIER_CD,SUB_CLASS_CD,SUB_CLASS_PRICE,CLASS_CD,CURRENCY
PVG,ZYI,MU ,C,2610,C,CNY       
YCU,TAO,MU ,C,1730,C,CNY       
XIY,HYN,9H ,M,920,Y,CNY       
WUH,HGH,CA ,G,710,Y,CNY       
NGB,CGO,PN ,N,470,Y,CTP       
TSN,LZO,MF ,H,1780,Y,CNY       
YNT,SHE,EU ,Y,1080,Y,CNY       
LHW,KWL,QW ,B,1490,Y,CNY       
CGO,LZO,CZ ,M,1040,Y,CNY       
TAO,KWE,Y8 ,C,5790,C,CNY       
CGO,KWL,ZH ,J,3200,C,CNY       
KWL,XIY,CA ,U,970,Y,CNY       
CGO,LZO,8L ,Q,490,Y,CNY       
PVG,DYG,FM ,K,950,Y,CNY       
YCU,TAO,MU ,Q,1520,C,CNY       
LZO,PVG,MF ,V,950,Y,CNY       
XIY,KWL,CA ,S,530,Y,CNY       
BAV,XIY,G5 ,V,410,Y,CNY       
ZQZ,PVG,KN ,V,560,/,CNY       
KWL,CGO,DZ ,V,660,Y,CNY       
NKG,TAO,HO ,U,970,Y,CTP       
LZO,CGO,3U ,S,840,Y,CNY       
CKG,NGB,3U ,R,740,Y,CNY       
SHE,YNT,3U ,G,760,Y,CNY       
DAT,PVG,MU ,E,1370,Y,CNY       
TAO,NKG,QW ,V,600,Y,CNY       
INC,HFE,PN ,L,970,Y,CNY       
YNJ,YNT,SC ,W,1240,Y,CNY       
DLC,NGB,ZH ,F,3440,F,CNY       
KWE,NGB,MU ,C,2480,C,CNY       
XMN,CZX,MU ,N,620,Y,CNY       
TAO,KWE,Y8 ,U,500,Y,CNY       
CKG,NGB,CZ ,Y,1880,Y,CTP       
HFE,INC,DZ ,T,1360,Y,CNY       
XMN,CZX,MU ,L,670,Y,CNY       
XIY,NNG,MU ,F,3960,F,CNY       
XMN,CZX,ZH ,C,1900,C,CNY       
CSX,TAO,QW ,B,1520,Y,CNY       
LZO,NKG,8L ,N,590,Y,CNY       
CGO,KWL,PN ,N,540,Y,CNY       
DSN,WUH,MU ,V,540,Y,CNY       
XIY,HYN,MU ,V,600,Y,CNY       
INC,HFE,DZ ,V,640,Y,CNY       
KWL,LHW,ZH ,Y,1710,Y,CNY       
INC,HFE,CA ,Q,1070,Y,CNY       
HGH,WUH,MU ,Q,1250,C,CNY       
SHE,YNT,EU ,T,1060,Y,CNY       
INC,HFE,PN ,B,1320,Y,CNY       
DYG,PVG,MU ,U,3220,C,CNY       
TAO,CSX,HU ,P,470,Y,CTP       
TAO,CSX,BK ,U,780,Y,CNY       
NGB,DLC,HU ,X,660,Y,CTP       
HFE,HRB,GX ,V,880,Y,CNY       
DLC,LHW,G5 ,C,5260,C,CNY       
XIY,KWL,MU ,M,790,Y,CNY       
DLC,NGB,8L ,S,200,Y,CTP       
TNA,CKG,ZH ,W,960,Y,CNY       
WUH,DSN,MU ,E,1060,Y,CNY       
KWL,CGO,CA ,D,1660,C,CNY       
PVG,ZYI,MU ,Y,1640,Y,CNY       
NGB,DLC,CZ ,W,1230,Y,CTP       
YNT,YNJ,QW ,V,620,Y,CNY       
DLC,TYN,G5 ,H,980,Y,CNY       
KWE,TAO,MU ,Q,2710,C,CNY       
LZO,TSN,MF ,J,4480,C,CNY       
HRB,HFE,LT ,R,910,/,CNY       
YNJ,NGB,MU ,Q,2550,C,CNY       
KWE,LHW,DZ ,K,1040,Y,CNY       
KWE,NGB,CZ ,J,3830,C,CNY       
HFE,DSN,NS ,B,1090,Y,CNY       
CKG,NGB,HU ,C,5130,C,CNY       
LZO,NKG,3U ,G,980,Y,CNY       
CSX,TAO,CZ ,N,550,Y,CTP       
TAO,KWE,CZ ,L,1240,Y,CNY       
PVG,YBP,TV ,J,760,Y,CNY       
PVG,LZO,MU ,M,1710,Y,CNY       
LHW,KWE,QW ,B,1360,Y,CNY       
SHE,YNT,SC ,C,2650,C,CNY       
KWL,CGO,CA ,S,580,Y,CNY       
DYG,PVG,HO ,P,5600,F,CNY       
HRB,HFE,CZ ,W,1840,Y,CNY       
CSX,TAO,CA ,S,790,Y,CNY       
XIY,HYN,MU ,B,1520,Y,CNY       
TNA,YIW,MU ,D,1350,C,CNY       
NNG,XIY,VD ,Y,1800,Y,CNY       
XIY,NNG,CZ ,B,1640,Y,CNY       
YBP,PVG,HO ,W,960,Y,CNY       
KWE,TAO,EU ,G,1350,Y,CNY       
YBP,PVG,MU ,S,930,Y,CNY       
TAO,LZO,MU ,N,970,Y,CNY       
TYN,DLC,MU ,K,750,Y,CNY       
PVG,YBP,ZH ,Q,1320,Y,CNY       
DYG,LHW,MU ,N,720,Y,CNY       
DSN,PVG,FM ,L,1020,Y,CNY       
XIY,KWL,CZ ,Y,1180,Y,CNY       
INC,HFE,DZ ,K,1070,Y,CNY       
DLC,LHW,HU ,H,1580,Y,CNY       
XIY,BAV,AQ ,Y,1330,/,CNY       
NNG,XIY,MU ,C,2520,C,CNY       
XIY,KWL,9H ,H,1080,Y,CNY       
FUG,PVG,MU ,M,660,Y,CNY       
YCU,PVG,FM ,R,650,Y,CNY       
HGH,WUH,CZ ,W,830,Y,CNY       
HFE,DSN,NS ,Y,1210,Y,CNY       
CKG,TNA,ZH ,V,1140,Y,CNY       
LZH,PVG,ZH ,B,1450,Y,CNY       
CGO,NGB,HU ,K,860,Y,CNY       
YNT,NGB,RY ,L,770,Y,CNY       
TAO,CSX,KY ,Q,1080,Y,CNY       
WUH,LZO,MF ,T,540,Y,CNY       
HRB,HFE,MU ,P,1820,Y,CNY       
NNG,XIY,3U ,V,810,Y,CNY       
WUH,LZO,MU ,Q,1550,C,CNY       
XIY,DYG,3U ,S,490,Y,CNY       
LZH,PVG,MU ,K,1130,Y,CNY       
TAO,LZO,MU ,I,2280,C,CNY       
TAO,LZO,MU ,P,1910,Y,CNY       
WUH,HGH,MU ,F,2420,F,CNY       
DYG,PVG,HO ,H,1060,Y,CNY       
HFE,DSN,NS ,T,480,Y,CNY       
CSX,TAO,HO ,H,1230,Y,CNY       
KHN,YNZ,MU ,P,900,Y,CNY       
LZO,WNZ,MU ,Y,1780,Y,CNY       
HFE,HRB,GX ,B,1690,Y,CNY       
HFE,XNN,MU ,Y,1900,Y,CNY       
LZO,NKG,ZH ,U,1130,Y,CNY       
XIY,HYN,VD ,K,1130,Y,CNY       
CGO,KWL,PN ,K,970,Y,CNY       
CKG,TNA,OQ ,Y,1100,Y,CNY       
PVG,ZQZ,MU ,Y,1390,Y,CNY       
WUH,HGH,GJ ,C,2300,C,CNY       
PVG,HDG,MU ,V,450,Y,CNY       
YNT,SHE,MU ,Y,1080,Y,CNY       
LHW,KWL,CZ ,B,1550,Y,CNY       
XIY,KWL,FM ,B,1080,Y,CNY       
YNT,YNJ,QW ,Q,740,Y,CNY       
BAV,XIY,MU ,N,530,Y,CNY       
YCU,TAO,MU ,S,500,Y,CNY       
XIY,KWL,HU ,U,390,Y,CTP       
KWL,XIY,9H ,V,620,Y,CNY       
DYG,PVG,MU ,D,2200,C,CNY       
LZO,NKG,MU ,M,1200,Y,CNY       
LZO,CGO,3U ,C,2580,C,CNY       
DLC,TYN,G5 ,T,1050,Y,CNY       
XIY,DYG,9H ,L,560,Y,CNY       
CAN,LUM,CZ ,C,3240,C,CNY       
PVG,LZO,HO ,V,1130,Y,CNY       
NNG,XIY,G5 ,I,1450,Y,CTP       
PVG,DSN,FM ,J,3830,C,CNY       
XIY,YZY,MU ,V,480,Y,CNY       
YCU,TNA,ZH ,M,900,Y,CNY       
PVG,LYI,MU ,I,1100,C,CNY       
KWL,LHW,MU ,I,1950,C,CNY       
CGO,KWL,QW ,V,700,Y,CNY       
LLV,PVG,MU ,S,380,Y,CNY       
TNA,CKG,MU ,J,3350,C,CNY       
DLC,TYN,DR ,Z,340,Y,CNY       
GOQ,XIY,MU ,P,1620,Y,CNY       
PVG,DSN,MU ,M,1710,Y,CNY       
YNT,SHE,GJ ,G,590,Y,CNY       
CSX,TAO,Y8 ,Y,1620,Y,CNY       
NKG,TAO,JD ,V,580,Y,CTP       
HFE,INC,MU ,L,860,Y,CNY       
YCU,TNA,MU ,C,1320,C,CNY       
XMN,CZX,3U ,J,1300,C,CNY       
HFE,INC,DZ ,G,720,Y,CNY       
TNA,CKG,DZ ,A,1090,Y,CNY       
SHE,YNT,ZH ,J,2700,C,CNY       
CKG,NGB,CZ ,U,1360,Y,CTP       
LZO,CGO,CZ ,B,1170,Y,CNY       
LHW,KWL,CZ ,J,3800,C,CNY       
KWE,TAO,CA ,U,1620,Y,CNY       
NGB,CKG,CA ,Y,1560,Y,CTP       
DLC,LHW,CZ ,E,960,Y,CNY       
YNJ,YNT,MU ,J,3080,C,CNY       
NNG,XIY,3U ,F,3600,F,CNY       
HGH,WUH,GJ ,R,1000,Y,CNY       
LHW,DLC,MU ,Q,2440,C,CNY       
CSX,TAO,KY ,B,1470,Y,CNY       
LYI,PVG,MU ,R,550,Y,CNY       
XIY,HYN,KY ,J,3850,C,CNY       
XIY,HYN,MU ,R,720,Y,CNY       
KWE,NGB,GY ,H,1280,Y,CNY       
YCU,PVG,FM ,Q,1570,C,CNY       
XIY,HYN,9H ,X,830,Y,CNY       
HFE,INC,CA ,V,870,Y,CNY       
KWL,LHW,SC ,Y,1710,Y,CNY       
INC,HFE,QW ,Q,860,Y,CNY       
XIY,YZY,MU ,C,1740,C,CNY       
LHW,DYG,MU ,V,480,Y,CNY       
YNT,SHE,SC ,T,280,Y,CTP       
LHW,KWE,MU ,C,1930,C,CNY       
TAO,CSX,A6 ,I,730,Y,CNY       
TYN,DLC,CZ ,Y,1250,Y,CNY       
PVG,ZQZ,MU ,B,1380,Y,CNY       
CGO,KWL,SC ,Y,1280,Y,CNY       
LZO,WNZ,MU ,U,3560,C,CNY       
CSX,TAO,SC ,U,790,Y,CNY       
XNN,HFE,MU ,V,600,Y,CNY       
HRB,HFE,CA ,V,1180,Y,CNY       
HYN,XIY,KY ,G,1540,Y,CNY       
LHW,KWE,UQ ,N,580,Y,CNY       
XIY,KWL,CA ,M,1060,Y,CNY       
KWE,NGB,MU ,F,3030,F,CNY       
LHW,DLC,MU ,P,1860,Y,CNY       
TNA,CKG,SC ,W,1780,Y,CNY       
PVG,DAT,MU ,Q,2070,C,CNY       
CKG,NGB,3U ,K,650,Y,CNY       
TNA,YCU,MU ,P,930,Y,CNY       
TNA,XMN,MU ,S,500,Y,CNY       
XIY,JIC,9H ,L,710,Y,CNY       
TSN,LZO,MU ,R,900,Y,CNY       
DSN,HFE,MU ,M,1130,Y,CNY       
TYN,DLC,CA ,H,950,Y,CNY       
ZYI,PVG,MU ,N,720,Y,CNY       
XNN,HFE,PN ,A,650,Y,CNY       
CGO,NGB,GS ,B,1040,Y,CNY       
KWL,LHW,MU ,D,2230,C,CNY       
KWE,LHW,3U ,K,540,Y,CNY       
KWE,NGB,3U ,V,690,Y,CNY       
KWE,LHW,DZ ,P,480,Y,CNY       
PVG,WUT,FM ,F,3530,F,CNY       
WUH,HGH,GJ ,P,650,Y,CNY       
LHW,KWE,CZ ,E,750,Y,CNY       
YNT,SHE,MU ,K,490,Y,CNY       
KWL,LHW,HU ,V,790,Y,CNY       
KWE,TAO,GS ,L,1310,Y,CNY       
LHW,DLC,G5 ,V,580,Y,CNY       
PVG,MIG,HO ,Q,1270,Y,CNY       
PVG,YCU,FM ,D,1630,C,CNY       
PVG,DYG,FM ,L,850,Y,CNY       
DLC,NGB,CA ,U,980,Y,CNY       
PVG,MIG,FM ,F,4530,F,CNY       
XIY,KWL,FM ,K,770,Y,CNY       
YNT,SHE,GJ ,C,3240,C,CNY       
TNA,XMN,ZH ,W,850,Y,CNY       
CZX,XMN,3U ,V,470,Y,CNY       
HRB,HFE,MU ,W,1840,Y,CNY       
TAO,CSX,CZ ,S,770,Y,CTP       
CZX,XMN,3U ,E,520,Y,CNY       
NKG,TAO,SC ,M,420,Y,CTP       
XIY,NNG,GS ,Y,1800,Y,CNY       
LHW,KWE,CZ ,M,1160,Y,CNY       
TNA,XMN,MF ,V,850,Y,CNY       
LZO,NKG,MF ,Y,1400,Y,CNY       
LZH,PVG,MU ,W,1550,Y,CNY       
TAO,NKG,MU ,K,830,Y,CNY       
DLC,TYN,FU ,M,800,Y,CNY       
XIY,DYG,JD ,H,690,Y,CNY       
TNA,CKG,G5 ,T,1360,Y,CNY       
NGB,MIG,9C ,P,400,Y,CTP       
PVG,LZO,HO ,H,1410,Y,CNY       
HFE,INC,MU ,R,640,Y,CNY       
LHW,KWE,DZ ,T,1370,Y,CNY       
YBP,PVG,MU ,W,1890,Y,CNY       
TAO,KWE,QW ,G,1060,Y,CNY       
YBP,PVG,FM ,S,760,Y,CNY       
SHA,DLU,MU ,N,1710,Y,CNY       
PVG,JNZ,MU ,Q,1730,C,CNY       
LHW,DYG,MU ,N,720,Y,CNY       
PVG,DSN,FM ,L,1020,Y,CNY       
KWL,XIY,CZ ,Y,1180,Y,CNY       
HFE,INC,DZ ,K,1070,Y,CNY       
LHW,DLC,MF ,H,1870,Y,CNY       
BAV,XIY,AQ ,Y,1330,/,CNY       
XIY,NNG,MU ,C,2520,C,CNY       
KWL,XIY,CZ ,H,900,Y,CNY       
PVG,FUG,KN ,M,630,/,CNY       
LZO,WNZ,MU ,P,1760,Y,CNY       
WUH,HGH,8C ,W,320,Y,CNY       
YNT,NGB,3U ,K,360,Y,CNY       
CKG,TNA,GS ,V,650,Y,CNY       
PVG,LZH,ZH ,B,1450,Y,CNY       
NGB,CGO,SC ,K,370,Y,CTP       
YNT,NGB,3U ,L,620,Y,CNY       
CSX,TAO,MU ,Q,1810,C,CNY       
LZO,WUH,MF ,T,540,Y,CNY       
HFE,HRB,MU ,P,1820,Y,CNY       
TAO,YIW,MU ,R,570,Y,CNY       
TNA,YCU,MU ,Q,1220,C,CNY       
XIY,DYG,MU ,S,330,Y,CNY       
YNT,NGB,GJ ,B,930,Y,CNY       
LHW,DLC,CZ ,A,1240,Y,CNY       
TNA,CKG,SC ,B,1690,Y,CNY       
TYN,DLC,G5 ,C,3500,C,CNY       
PVG,DYG,HO ,H,1060,Y,CNY       
LHW,KWL,SC ,C,4190,C,CNY       
TAO,CSX,QW ,H,1360,Y,CNY       
YNZ,KHN,MU ,P,900,Y,CNY       
YNJ,NGB,MU ,U,3920,C,CNY       
HRB,HFE,LT ,B,1900,/,CNY       
XNN,HFE,MU ,Y,1900,Y,CNY       
LZO,NKG,8L ,U,420,Y,CNY       
HYN,XIY,9H ,K,1170,Y,CNY       
CGO,KWL,HU ,K,970,Y,CNY       
TNA,CKG,OQ ,Y,1100,Y,CNY       
ZQZ,PVG,KN ,Y,1390,/,CNY       
PVG,DLU,MU ,C,5720,C,CNY       
LHW,DYG,MU ,K,840,Y,CNY       
YNT,SHE,3U ,Y,1080,Y,CNY       
KWL,LHW,CZ ,B,1550,Y,CNY       
XIY,KWL,JD ,B,1190,Y,CNY       
YNJ,YNT,SC ,Q,760,Y,CNY       
DLC,TYN,BK ,O,450,Y,CNY       
TAO,YCU,MU ,S,500,Y,CNY       
XIY,KWL,CZ ,U,840,Y,CNY       
XIY,KWL,CA ,V,730,Y,CNY       
PVG,DYG,MU ,D,2200,C,CNY       
LZO,NKG,ZH ,M,1270,Y,CNY       
CGO,LZO,8L ,C,3870,C,CNY       
TYN,DLC,G5 ,T,1050,Y,CNY       
PVG,YBP,MU ,R,1020,Y,CNY       
LUM,CAN,MU ,C,2840,C,CNY       
PVG,LZO,CA ,V,1130,Y,CNY       
NNG,XIY,3U ,I,2880,C,CNY       
PVG,DSN,MU ,J,4200,C,CNY       
XIY,JIC,MU ,F,2290,F,CNY       
TNA,YCU,ZH ,M,900,Y,CNY       
XIY,BAV,DR ,V,370,Y,CNY       
LHW,KWL,MU ,I,1950,C,CNY       
CGO,KWL,HU ,V,610,Y,CNY       
KWL,LHW,9C ,E,680,Y,CTP       
CKG,TNA,MU ,J,3350,C,CNY       
TYN,DLC,DR ,Z,340,Y,CNY       
DSN,PVG,MU ,M,1710,Y,CNY       
SHE,YNT,ZH ,G,900,Y,CNY       
TAO,CSX,JD ,Y,1620,Y,CNY       
TAO,NKG,SC ,V,650,Y,CNY       
HFE,INC,QW ,L,1000,Y,CNY       
YCU,TNA,ZH ,C,2070,C,CNY       
XMN,CZX,MU ,J,4000,C,CNY       
INC,HFE,DZ ,G,720,Y,CNY       
DLC,NGB,CA ,F,3690,F,CNY       
PVG,DLU,MU ,B,2720,Y,CNY       
CKG,NGB,GJ ,U,850,Y,CNY       
PVG,HDG,MU ,U,2400,C,CNY       
LHW,KWL,CA ,J,4190,C,CNY       
CKG,NGB,CZ ,E,980,Y,CTP       
TYN,DLC,KY ,B,1240,Y,CNY       
YNT,SHE,GJ ,V,540,Y,CNY       
NNG,XIY,BK ,E,1150,Y,CNY       
HRB,HFE,GX ,M,1100,Y,CNY       
NKG,TAO,SC ,Y,1180,Y,CTP       
NGB,DLC,9C ,P,280,Y,CTP       
TNA,CKG,OQ ,G,770,Y,CNY       
CGO,NGB,PN ,Y,1130,Y,CNY       
LZO,NKG,MU ,B,1300,Y,CNY       
TAO,KWE,CZ ,H,1520,Y,CNY       
XIY,KWL,GS ,A,420,Y,CTP       
DLC,NGB,CZ ,A,850,Y,CNY       
CGO,NGB,9C ,Q,700,Y,CTP       
YNT,NGB,RY ,U,210,Y,CNY       
CGO,NGB,MU ,R,520,Y,CNY       
TAO,CSX,HO ,D,1940,C,CNY       
SHE,YNT,3U ,S,700,Y,CNY       
YNT,SHE,MU ,B,760,Y,CNY       
WUT,PVG,FM ,M,1330,Y,CNY       
BAV,XIY,DR ,K,660,Y,CNY       
NNG,XIY,CZ ,J,3600,C,CNY       
PVG,FUG,KN ,R,350,/,CNY       
HRB,HFE,QW ,L,1410,Y,CNY       
PVG,ZQZ,MU ,M,1250,Y,CNY       
CGO,KWL,JD ,L,950,Y,CNY       
KWE,TAO,MU ,Y,1930,Y,CNY       
KWE,LHW,EU ,A,1960,F,CNY       
NNG,XIY,9H ,M,1080,Y,CNY       
YNT,SHE,MU ,D,1910,C,CNY       
XIY,NNG,9H ,X,970,Y,CNY       
PVG,LYI,MU ,B,920,Y,CNY       
LYI,PVG,MU ,W,930,Y,CNY       
SHE,YNT,MU ,L,440,Y,CNY       
TNA,CKG,DZ ,E,840,Y,CNY       
XMN,TNA,MF ,K,1170,Y,CNY       
LHW,DYG,MU ,F,2600,F,CNY       
KWE,TAO,CA ,W,1040,Y,CNY       
DSN,HFE,NS ,Q,730,Y,CNY       
NNG,XIY,VD ,L,1260,Y,CNY       
KWE,TAO,MU ,D,2900,C,CNY       
TNA,CKG,G5 ,M,1150,Y,CNY       
SHE,YNT,DR ,E,940,Y,CNY       
TAO,LZO,MU ,J,3820,C,CNY       
DLC,NGB,JD ,Y,1350,Y,CNY       
TAO,CSX,BK ,J,400,Y,CTP       
DLC,TYN,MU ,V,440,Y,CNY       
DSN,HFE,KN ,V,480,/,CNY       
TAO,CSX,JD ,L,1100,Y,CNY       
NGB,CKG,9C ,E,820,Y,CTP       
DLC,TYN,KY ,B,1240,Y,CNY       
YNT,SHE,DR ,V,400,Y,CNY       
XIY,NNG,ZH ,E,740,Y,CTP       
HFE,HRB,JR ,M,1410,Y,CNY       
TAO,NKG,SC ,Y,1200,Y,CNY       
DLC,NGB,HU ,P,700,Y,CTP       
TNA,CKG,G5 ,G,1040,Y,CNY       
CGO,NGB,CZ ,Y,1130,Y,CNY       
LZO,NKG,MF ,B,1270,Y,CNY       
KWE,TAO,GS ,H,1620,Y,CNY       
KWL,XIY,9H ,A,490,Y,CNY       
NGB,DLC,CZ ,A,850,Y,CTP       
NGB,CGO,8L ,Q,430,Y,CTP       
YNT,NGB,QW ,U,460,Y,CNY       
CGO,NGB,RY ,R,340,Y,CNY       
CSX,TAO,HO ,D,1940,C,CNY       
YNT,SHE,3U ,S,700,Y,CNY       
SHE,YNT,MU ,B,760,Y,CNY       
XIY,BAV,DR ,K,660,Y,CNY       
NNG,XIY,MU ,J,3560,C,CNY       
FUG,PVG,KN ,R,350,/,CNY       
HRB,HFE,PN ,L,1370,Y,CNY       
ZQZ,PVG,MU ,M,1250,Y,CNY       
CGO,KWL,GT ,L,950,Y,CNY       
TAO,KWE,MU ,Y,1930,Y,CNY       
PVG,DAT,MU ,Y,1590,Y,CNY       
XIY,NNG,GX ,M,1430,Y,CNY       
SHE,YNT,MU ,D,1910,C,CNY       
XIY,NNG,GX ,X,1290,Y,CNY       
LYI,PVG,MU ,B,920,Y,CNY       
PVG,LYI,MU ,W,930,Y,CNY       
YNT,SHE,MU ,L,440,Y,CNY       
CKG,TNA,DZ ,E,840,Y,CNY       
TNA,XMN,GT ,K,1090,Y,CNY       
TAO,KWE,MU ,W,1930,Y,CNY       
HFE,DSN,NS ,Q,730,Y,CNY       
XIY,NNG,3U ,L,1080,Y,CNY       
TAO,KWE,MU ,D,2900,C,CNY       
TNA,CKG,MU ,M,1060,Y,CNY       
YNT,SHE,DR ,E,940,Y,CNY       
LZO,TAO,MU ,J,3820,C,CNY       
DLC,NGB,ZH ,Y,1230,Y,CNY       
CSX,TAO,MF ,J,4050,C,CNY       
TYN,DLC,CA ,V,760,Y,CNY       
HFE,XNN,MU ,C,3950,C,CNY       
TAO,CSX,HU ,L,1100,Y,CNY       
CKG,NGB,3U ,E,910,Y,CNY       
TYN,DLC,FU ,B,1230,Y,CNY       
SHE,YNT,SC ,V,550,Y,CNY       
XIY,NNG,MU ,E,1280,Y,CNY       
HFE,HRB,GX ,M,1100,Y,CNY       
TAO,NKG,MU ,Y,1100,Y,CNY       
NGB,DLC,8L ,P,310,Y,CTP       
CKG,TNA,G5 ,G,1040,Y,CNY       
NGB,CGO,PN ,Y,1130,Y,CTP       
CZX,XMN,3U ,T,920,Y,CNY       
TAO,KWE,GS ,H,1620,Y,CNY       
XIY,KWL,9H ,A,490,Y,CNY       
DLC,NGB,HU ,A,300,Y,CTP       
CGO,NGB,SC ,Q,690,Y,CNY       
YNT,NGB,MU ,U,2160,C,CNY       
PVG,DSN,FM ,I,1980,C,CNY       
LLV,PVG,MU ,M,1020,Y,CNY       
SHE,YNT,GJ ,B,970,Y,CNY       
XIY,BAV,MU ,K,660,Y,CNY       
XIY,NNG,MU ,J,3560,C,CNY       
CGO,KWL,GT ,M,840,Y,CNY       
HFE,HRB,PN ,L,1370,Y,CNY       
TNA,YCU,MU ,Y,940,Y,CNY       
KWL,CGO,EU ,L,770,Y,CNY       
TAO,KWE,SC ,Y,1930,Y,CNY       
DAT,PVG,MU ,Y,1590,Y,CNY       
NNG,XIY,BK ,M,1690,Y,CNY       
SHE,YNT,GJ ,D,330,Y,CTP       
XIY,NNG,GS ,X,970,Y,CNY       
LYI,PVG,FM ,W,930,Y,CNY       
SHE,YNT,SC ,L,770,Y,CNY       
TNA,CKG,G5 ,E,620,Y,CNY       
XMN,TNA,GT ,K,1090,Y,CNY       
KWE,TAO,SC ,W,1930,Y,CNY       
DSN,HFE,SC ,Q,730,Y,CNY       
XIY,NNG,JD ,L,1220,Y,CNY       
CKG,TNA,MU ,M,1060,Y,CNY       
SHE,YNT,3U ,E,540,Y,CNY       
PVG,MIG,9C ,L,1470,/,CNY       
DLC,NGB,CA ,Y,1230,Y,CNY       
TAO,CSX,MF ,J,4050,C,CNY       
TYN,DLC,MU ,V,440,Y,CNY       
XNN,HFE,MU ,C,3950,C,CNY       
CSX,TAO,BK ,L,1180,Y,CNY       
NGB,CKG,3U ,E,910,Y,CTP       
DLC,TYN,FU ,B,1230,Y,CNY       
SHE,YNT,ZH ,V,580,Y,CNY       
NNG,XIY,MU ,E,1280,Y,CNY       
TAO,NKG,JD ,Y,1200,Y,CNY       
DLC,NGB,9C ,P,280,Y,CTP       
CKG,TNA,3U ,G,1320,Y,CNY       
CGO,NGB,HU ,Y,1130,Y,CNY       
XMN,CZX,3U ,T,920,Y,CNY       
TAO,YCU,MU ,R,550,Y,CNY       
KWL,XIY,CA ,A,1830,F,CNY       
DLC,NGB,JD ,A,470,Y,CNY       
NGB,CGO,PN ,Q,430,Y,CTP       
DSN,PVG,FM ,I,1980,C,CNY       
PVG,LLV,MU ,M,1020,Y,CNY       
YNT,SHE,GJ ,B,970,Y,CNY       
BAV,XIY,MU ,K,660,Y,CNY       
NNG,XIY,KY ,J,3600,C,CNY       
KWL,CGO,GT ,M,835,Y,CTP       
HFE,HRB,MU ,L,830,Y,CNY       
YCU,TNA,MU ,Y,940,Y,CNY       
CGO,KWL,EU ,L,770,Y,CNY       
KWE,TAO,SC ,Y,1930,Y,CNY       
PVG,JNZ,FM ,J,3330,C,CNY       
XIY,NNG,BK ,M,1690,Y,CNY       
SHE,YNT,FM ,D,1400,C,CNY       
NNG,XIY,GS ,X,970,Y,CNY       
PVG,LYI,FM ,W,930,Y,CNY       
SHE,YNT,GJ ,L,760,Y,CNY       
CKG,TNA,G5 ,E,620,Y,CNY       
TNA,XMN,GT ,T,370,Y,CNY       
TAO,KWE,CA ,W,1040,Y,CNY       
HFE,DSN,SC ,Q,730,Y,CNY       
XIY,NNG,GX ,L,1620,Y,CNY       
CKG,TNA,KY ,M,1470,Y,CNY       
YNT,SHE,3U ,E,540,Y,CNY       
PVG,MIG,MU ,L,1160,Y,CNY       
CAN,LUM,CZ ,W,1800,Y,CNY       
CSX,TAO,BK ,J,400,Y,CTP       
CGO,NGB,SC ,C,2260,C,CNY       
WXN,PVG,FM ,I,1820,C,CNY       
TAO,CSX,MU ,L,850,Y,CNY       
LUM,CAN,MU ,R,990,Y,CNY       
TYN,DLC,MU ,B,1130,Y,CNY       
YNT,SHE,SC ,V,550,Y,CNY       
XIY,BAV,GS ,L,560,Y,CNY       
NKG,TAO,JD ,Y,1200,Y,CTP       
NGB,DLC,HU ,P,790,Y,CTP       
WUH,HGH,CZ ,N,290,Y,CTP       
CGO,NGB,ZH ,Y,1130,Y,CNY       
YCU,TAO,MU ,R,550,Y,CNY       
XIY,KWL,CA ,A,1830,F,CNY       
PVG,FUG,FM ,J,1600,C,CNY       
NGB,CGO,SC ,Q,670,Y,CTP       
DSN,PVG,MU ,I,2170,C,CNY       
LZO,PVG,HO ,E,580,Y,CNY       
BAV,XIY,8L ,K,630,Y,CNY       
XIY,NNG,KY ,J,3600,C,CNY       
CGO,KWL,PN ,M,770,Y,CNY       
HRB,HFE,MU ,L,830,Y,CNY       
YCU,TNA,ZH ,Y,940,Y,CNY       
NNG,XIY,G5 ,T,1660,Y,CNY       
TAO,KWE,HO ,Y,1930,Y,CNY       
JNZ,PVG,FM ,J,3330,C,CNY       
NNG,XIY,G5 ,M,1410,Y,CNY       
YNT,SHE,FM ,D,1400,C,CNY       
YNT,SHE,FM ,L,710,Y,CNY       
XMN,TNA,GT ,T,370,Y,CNY       
TAO,KWE,ZH ,W,1040,Y,CNY       
DLC,NGB,CZ ,C,2460,C,CNY       
NNG,XIY,GX ,L,1620,Y,CNY       
TNA,CKG,KY ,M,1470,Y,CNY       
YNT,SHE,MU ,E,540,Y,CNY       
PVG,MIG,FM ,L,1160,Y,CNY       
LUM,CAN,CZ ,W,1800,Y,CNY       
TAO,CSX,CZ ,J,3400,C,CNY       
CGO,NGB,GS ,C,2260,C,CNY       
PVG,WXN,FM ,I,1820,C,CNY       
CSX,TAO,MU ,L,850,Y,CNY       
CAN,LUM,MU ,R,990,Y,CNY       
DLC,TYN,MU ,B,1130,Y,CNY       
SHE,YNT,FM ,V,440,Y,CNY       
BAV,XIY,MU ,L,610,Y,CNY       
TAO,NKG,HO ,Y,1200,Y,CNY       
DLC,NGB,8L ,P,610,Y,CTP       
HGH,WUH,CZ ,N,290,Y,CTP       
