ORIG_AIRPORT_CD,DEST_AIRPORT_CD,CARRIER_CD,SUB_CLASS_CD,SUB_CLASS_PRICE,CLASS_CD,CURRENCY
NGB,CGO,HU ,Y,1130,Y,CTP       
ZYI,PVG,MU ,V,440,Y,CNY       
FUG,PVG,MU ,J,1600,C,CNY       
CGO,NGB,GJ ,Q,680,Y,CNY       
PVG,DSN,MU ,I,2170,C,CNY       
PVG,LZO,HO ,E,580,Y,CNY       
XIY,BAV,8L ,K,630,Y,CNY       
XIY,NNG,ZH ,J,3600,C,CNY       
KWL,CGO,FM ,M,1050,Y,CNY       
TNA,YCU,ZH ,Y,940,Y,CNY       
XIY,NNG,GX ,T,620,Y,CNY       
KWE,TAO,HO ,Y,1930,Y,CNY       
PVG,JNZ,MU ,J,3330,C,CNY       
XIY,NNG,G5 ,M,1410,Y,CNY       
SHE,YNT,RY ,D,1620,C,CNY       
SHE,YNT,FM ,L,710,Y,CNY       
TNA,XMN,MF ,T,770,Y,CNY       
TAO,KWE,HU ,W,1930,Y,CNY       
DLC,NGB,DZ ,C,1850,C,CNY       
LHW,DLC,9C ,R,760,Y,CTP       
SHE,YNT,MU ,E,540,Y,CNY       
PVG,MIG,Y8 ,L,1220,Y,CNY       
LUM,CAN,MU ,W,1800,Y,CNY       
CSX,TAO,CZ ,J,3400,C,CNY       
CGO,NGB,Y8 ,C,3390,C,CNY       
PVG,WXN,FM ,Y,1540,Y,CNY       
TYN,DLC,DR ,B,1190,Y,CNY       
YNT,SHE,FM ,V,440,Y,CNY       
XIY,BAV,MU ,L,610,Y,CNY       
TAO,NKG,QW ,Y,1200,Y,CNY       
DLC,NGB,GJ ,P,800,Y,CNY       
HGH,WUH,MF ,N,630,Y,CNY       
NGB,CGO,SC ,Y,1110,Y,CTP       
PVG,ZYI,MU ,V,440,Y,CNY       
FUG,PVG,FM ,J,1600,C,CNY       
CGO,NGB,FM ,Q,1130,C,CNY       
YCU,PVG,FM ,B,1200,Y,CNY       
LZO,PVG,MU ,E,1560,Y,CNY       
DYG,PVG,MU ,Q,1850,C,CNY       
NNG,XIY,ZH ,J,3600,C,CNY       
CGO,KWL,FM ,M,1050,Y,CNY       
LZH,PVG,ZH ,C,2040,C,CNY       
NNG,XIY,CZ ,T,680,Y,CTP       
TAO,KWE,HU ,Y,1930,Y,CNY       
JNZ,PVG,MU ,J,3330,C,CNY       
NNG,XIY,MU ,M,1460,Y,CNY       
YNT,SHE,RY ,D,1620,C,CNY       
SHE,YNT,3U ,L,650,Y,CNY       
XMN,TNA,MF ,T,770,Y,CNY       
KWE,TAO,ZH ,W,1040,Y,CNY       
DLC,NGB,GJ ,C,3690,C,CNY       
LHW,DLC,DR ,R,790,Y,CNY       
DYG,PVG,FM ,B,1390,Y,CNY       
CSX,TAO,CZ ,A,1020,Y,CNY       
CAN,LUM,MU ,W,1800,Y,CNY       
TAO,CSX,HO ,J,4050,C,CNY       
CGO,NGB,CZ ,C,1700,C,CNY       
WXN,PVG,FM ,Y,1540,Y,CNY       
DLC,TYN,DR ,B,1190,Y,CNY       
YNT,SHE,EU ,V,490,Y,CNY       
BAV,XIY,GS ,L,560,Y,CNY       
TAO,NKG,CA ,Y,1200,Y,CNY       
DLC,NGB,MU ,P,1140,Y,CNY       
WUH,HGH,MF ,N,630,Y,CNY       
NGB,CGO,CZ ,Y,1130,Y,CTP       
WXN,PVG,FM ,N,990,Y,CNY       
PVG,FUG,MU ,J,1600,C,CNY       
NGB,CGO,9C ,Q,700,Y,CTP       
PVG,YCU,FM ,B,1200,Y,CNY       
PVG,LZO,MU ,E,1560,Y,CNY       
PVG,DYG,MU ,Q,1850,C,CNY       
XIY,NNG,3U ,J,2340,C,CNY       
KWL,CGO,CZ ,M,1040,Y,CNY       
PVG,LZH,ZH ,C,2040,C,CNY       
NNG,XIY,GX ,T,620,Y,CNY       
KWE,TAO,HU ,Y,1930,Y,CNY       
XIY,NNG,MU ,M,1460,Y,CNY       
YIW,TAO,MU ,P,1050,Y,CNY       
YNT,SHE,3U ,L,650,Y,CNY       
CKG,TNA,PN ,Q,680,Y,CNY       
KWE,TAO,HU ,W,1930,Y,CNY       
DLC,NGB,CA ,C,2210,C,CNY       
DLC,LHW,9C ,R,760,Y,CTP       
PVG,DYG,FM ,B,1390,Y,CNY       
TAO,CSX,CZ ,A,1020,Y,CNY       
CSX,TAO,HO ,J,4050,C,CNY       
CGO,NGB,HU ,C,3390,C,CNY       
CGO,KWL,FM ,R,540,Y,CNY       
DLC,TYN,CZ ,B,1140,Y,CNY       
SHE,YNT,EU ,V,490,Y,CNY       
BAV,XIY,8L ,L,560,Y,CNY       
TAO,NKG,A6 ,Y,1290,Y,CNY       
WUH,HGH,MU ,N,460,Y,CNY       
CGO,NGB,SC ,Y,1130,Y,CNY       
PVG,WXN,FM ,N,990,Y,CNY       
CGO,NGB,GT ,Q,430,Y,CNY       
YCU,PVG,MU ,B,1200,Y,CNY       
LZO,TAO,MU ,U,3860,C,CNY       
DYG,PVG,CA ,Q,990,Y,CNY       
NNG,XIY,3U ,J,2340,C,CNY       
CGO,KWL,GX ,M,840,Y,CNY       
PVG,LZH,MU ,C,2680,C,CNY       
XIY,NNG,BK ,T,930,Y,CNY       
TAO,KWE,ZH ,Y,1930,Y,CNY       
NNG,XIY,KY ,M,1640,Y,CNY       
TAO,YIW,MU ,P,1050,Y,CNY       
PVG,MIG,Y8 ,X,970,Y,CNY       
TNA,CKG,SC ,Q,1140,Y,CNY       
WUH,LZO,MU ,N,550,Y,CNY       
DLC,NGB,HU ,C,3690,C,CNY       
DLC,LHW,DR ,R,790,Y,CNY       
PVG,DYG,MU ,B,1390,Y,CNY       
CSX,TAO,A6 ,A,810,Y,CNY       
TAO,CSX,MU ,J,2990,C,CNY       
CGO,NGB,FM ,C,1300,C,CNY       
KWL,CGO,FM ,R,540,Y,CNY       
TYN,DLC,CZ ,B,1140,Y,CNY       
SHE,YNT,KY ,V,580,Y,CNY       
XIY,BAV,8L ,L,560,Y,CNY       
TAO,NKG,ZH ,Y,1200,Y,CNY       
HGH,WUH,MU ,N,460,Y,CNY       
CGO,NGB,MU ,Y,1130,Y,CNY       
SHE,YNT,GJ ,I,270,Y,CTP       
CGO,NGB,ZH ,Q,800,Y,CNY       
PVG,YCU,MU ,B,1200,Y,CNY       
TAO,LZO,MU ,U,3860,C,CNY       
DYG,PVG,FM ,Q,1850,C,CNY       
CGO,KWL,CZ ,M,1040,Y,CNY       
LZH,PVG,MU ,C,2680,C,CNY       
NNG,XIY,BK ,T,930,Y,CNY       
KWE,TAO,ZH ,Y,1930,Y,CNY       
NNG,XIY,GS ,M,1080,Y,CNY       
XIY,JIC,9H ,R,230,Y,CNY       
TAO,YIW,MU ,J,2100,C,CNY       
TNA,CKG,PN ,Q,680,Y,CNY       
WUH,LZO,MF ,N,790,Y,CNY       
DLC,NGB,8L ,C,2030,C,CNY       
LHW,DLC,MU ,R,800,Y,CNY       
DYG,PVG,MU ,B,1390,Y,CNY       
TAO,CSX,A6 ,A,810,Y,CNY       
CSX,TAO,MU ,J,2990,C,CNY       
CGO,NGB,8L ,C,2830,C,CNY       
KWL,CGO,EU ,R,510,Y,CNY       
DLC,TYN,CA ,B,1140,Y,CNY       
YNT,SHE,QW ,V,540,Y,CNY       
XIY,BAV,G5 ,L,680,Y,CNY       
CGO,NGB,8L ,Y,1130,Y,CNY       
YNT,SHE,3U ,I,1730,C,CNY       
CGO,NGB,MU ,Q,1580,C,CNY       
KWL,CGO,CA ,P,380,Y,CTP       
INC,HFE,ZH ,E,500,Y,CTP       
PVG,DYG,CA ,Q,990,Y,CNY       
CGO,KWL,HU ,M,770,Y,CNY       
NNG,XIY,3U ,T,1620,Y,CNY       
TAO,KWE,CZ ,Y,1930,Y,CNY       
XIY,NNG,KY ,M,1640,Y,CNY       
JIC,XIY,MU ,R,520,Y,CNY       
YIW,TAO,MU ,J,2100,C,CNY       
CKG,TNA,3U ,Q,500,Y,CTP       
LZO,WUH,MF ,N,790,Y,CNY       
DLC,NGB,ZH ,C,3320,C,CNY       
DLC,LHW,MU ,R,800,Y,CNY       
DYG,PVG,HO ,B,1270,Y,CNY       
CSX,TAO,JD ,A,570,Y,CNY       
NGB,KWE,GJ ,R,1835,Y,CTP       
CGO,NGB,MU ,C,1890,C,CNY       
CGO,KWL,EU ,R,510,Y,CNY       
TYN,DLC,CA ,B,1140,Y,CNY       
YNT,SHE,KY ,V,580,Y,CNY       
BAV,XIY,GJ ,L,1020,Y,CNY       
CGO,NGB,RY ,Y,1130,Y,CNY       
SHE,YNT,EU ,I,320,Y,CNY       
CGO,NGB,RY ,Q,680,Y,CNY       
CGO,KWL,GT ,P,330,Y,CTP       
INC,HFE,9C ,E,590,Y,CTP       
PVG,DYG,FM ,Q,1850,C,CNY       
CGO,KWL,CA ,M,1140,Y,CNY       
XIY,NNG,G5 ,T,1660,Y,CNY       
KWE,TAO,CZ ,Y,1930,Y,CNY       
XIY,NNG,GS ,M,1080,Y,CNY       
JIC,XIY,9H ,R,230,Y,CNY       
PVG,DAT,MU ,P,1570,Y,CNY       
TNA,CKG,3U ,Q,550,Y,CTP       
DSN,WUH,HU ,H,1100,Y,CNY       
DLC,NGB,MU ,C,1840,C,CNY       
DYG,XIY,JD ,U,250,Y,CNY       
PVG,DYG,HO ,B,1270,Y,CNY       
TAO,CSX,JD ,A,570,Y,CNY       
KWE,NGB,9C ,R,750,Y,CTP       
CGO,NGB,RY ,C,2260,C,CNY       
DLC,TYN,G5 ,B,1250,Y,CNY       
SHE,YNT,CA ,V,660,Y,CNY       
BAV,XIY,G5 ,L,680,Y,CNY       
CGO,NGB,GT ,Y,1130,Y,CNY       
SHE,YNT,3U ,I,1730,C,CNY       
CGO,NGB,CA ,Q,800,Y,CNY       
CGO,KWL,CA ,P,450,Y,CTP       
HFE,INC,ZH ,E,550,Y,CTP       
DYG,PVG,HO ,Q,990,Y,CNY       
KWL,CGO,CA ,M,1140,Y,CNY       
XIY,NNG,3U ,T,1620,Y,CNY       
KWE,TAO,EU ,Y,1930,Y,CNY       
PVG,YCU,MU ,S,580,Y,CNY       
XIY,JIC,MU ,R,520,Y,CNY       
DAT,PVG,MU ,P,1570,Y,CNY       
CKG,TNA,SC ,Q,1140,Y,CNY       
WUH,DSN,HU ,H,1100,Y,CNY       
XIY,DYG,JD ,U,250,Y,CNY       
PVG,DYG,CA ,B,1270,Y,CNY       
CZX,XMN,MU ,B,990,Y,CNY       
KWE,NGB,EU ,R,670,Y,CNY       
PVG,MIG,9C ,T,1080,/,CNY       
TYN,DLC,G5 ,B,1250,Y,CNY       
SHE,YNT,QW ,V,540,Y,CNY       
XIY,BAV,GJ ,L,1020,Y,CNY       
CGO,NGB,GS ,Y,1130,Y,CNY       
YNT,SHE,EU ,I,320,Y,CNY       
LHW,KWL,QW ,G,910,Y,CNY       
KWL,CGO,GT ,P,330,Y,CTP       
HFE,INC,9C ,E,640,Y,CTP       
PVG,DYG,HO ,Q,990,Y,CNY       
KWL,CGO,DZ ,M,1150,Y,CNY       
XIY,NNG,CZ ,T,630,Y,CTP       
TAO,KWE,QW ,Y,1930,Y,CNY       
YCU,PVG,MU ,S,580,Y,CNY       
TAO,LZO,MU ,C,2700,C,CNY       
TNA,CKG,KY ,Q,1150,Y,CNY       
MIG,NGB,9C ,E,880,Y,CTP       
DYG,XIY,9H ,U,280,Y,CNY       
DYG,PVG,CA ,B,1270,Y,CNY       
XMN,CZX,MU ,B,990,Y,CNY       
NGB,KWE,9C ,R,730,Y,CTP       
PVG,MIG,HO ,T,730,Y,CNY       
TAO,NKG,HO ,S,550,Y,CNY       
YNT,SHE,CA ,V,660,Y,CNY       
NGB,CGO,CZ ,H,730,Y,CTP       
CGO,NGB,FM ,Y,1080,Y,CNY       
YNT,SHE,FM ,I,1190,C,CNY       
KWL,LHW,QW ,G,910,Y,CNY       
CGO,KWL,DZ ,P,420,Y,CNY       
HFE,INC,MU ,E,1000,Y,CNY       
BPE,PVG,FM ,K,1030,Y,CNY       
CGO,KWL,JD ,M,840,Y,CNY       
XIY,NNG,JD ,T,430,Y,CNY       
TAO,KWE,EU ,Y,1930,Y,CNY       
PVG,YCU,FM ,S,580,Y,CNY       
LZO,TAO,MU ,C,2700,C,CNY       
TNA,CKG,MF ,Q,1090,Y,CNY       
NGB,MIG,9C ,E,870,Y,CTP       
XIY,DYG,9H ,U,280,Y,CNY       
XMN,CZX,SC ,B,910,Y,CNY       
NGB,KWE,EU ,R,885,Y,CTP       
PVG,DYG,CA ,Y,1400,Y,CNY       
NKG,TAO,HO ,S,550,Y,CTP       
SHE,YNT,3U ,V,490,Y,CNY       
CGO,NGB,GS ,H,950,Y,CNY       
CGO,NGB,DZ ,Y,1130,Y,CNY       
SHE,YNT,FM ,I,1190,C,CNY       
KWL,LHW,SC ,G,1010,Y,CNY       
KWL,CGO,DZ ,P,420,Y,CNY       
INC,HFE,MU ,E,1000,Y,CNY       
PVG,BPE,FM ,K,1030,Y,CNY       
CGO,KWL,EU ,M,960,Y,CNY       
NNG,XIY,JD ,T,430,Y,CNY       
KWE,TAO,QW ,Y,1930,Y,CNY       
YCU,PVG,FM ,S,580,Y,CNY       
CKG,TNA,KY ,Q,1150,Y,CNY       
DYG,XIY,MU ,U,2250,C,CNY       
CZX,XMN,SC ,B,910,Y,CNY       
KWE,NGB,GJ ,R,1840,Y,CNY       
DYG,PVG,CA ,Y,1400,Y,CNY       
TAO,NKG,CA ,S,590,Y,CNY       
YNT,SHE,MU ,V,270,Y,CNY       
CGO,NGB,RY ,H,1120,Y,CNY       
CGO,NGB,GJ ,Y,1130,Y,CNY       
SHE,YNT,MU ,I,1660,C,CNY       
LHW,KWL,SC ,G,1010,Y,CNY       
KWL,CGO,FM ,P,1270,Y,CNY       
PVG,ZYI,MU ,M,1390,Y,CNY       
CGO,KWL,DZ ,M,1150,Y,CNY       
NNG,XIY,9H ,T,540,Y,CNY       
TAO,KWE,CA ,Y,1930,Y,CNY       
YCU,TNA,MU ,R,330,Y,CNY       
CKG,TNA,MF ,Q,1090,Y,CNY       
XIY,DYG,MU ,U,2250,C,CNY       
XMN,CZX,ZH ,B,990,Y,CNY       
KWE,NGB,MU ,R,600,Y,CNY       
DYG,PVG,MU ,Y,1400,Y,CNY       
TAO,NKG,ZH ,S,590,Y,CNY       
YNT,SHE,3U ,V,490,Y,CNY       
CGO,NGB,DZ ,H,870,Y,CNY       
CGO,NGB,Y8 ,Y,1130,Y,CNY       
YNT,SHE,MU ,I,1660,C,CNY       
CGO,KWL,FM ,P,1270,Y,CNY       
ZYI,PVG,MU ,M,1390,Y,CNY       
KWL,CGO,EU ,M,960,Y,CNY       
XIY,NNG,9H ,T,540,Y,CNY       
KWE,TAO,CA ,Y,1930,Y,CNY       
TNA,YCU,MU ,R,330,Y,CNY       
CKG,TNA,CA ,Q,1340,Y,CNY       
KWL,LHW,SC ,U,840,Y,CNY       
CZX,XMN,ZH ,B,990,Y,CNY       
NGB,KWE,9H ,R,400,Y,CTP       
PVG,DYG,MU ,Y,1400,Y,CNY       
TAO,NKG,MU ,S,500,Y,CNY       
SHE,YNT,MU ,V,270,Y,CNY       
CGO,NGB,8L ,H,950,Y,CNY       
CGO,NGB,CA ,Y,1130,Y,CNY       
SHE,YNT,A6 ,I,380,Y,CNY       
CGO,KWL,QW ,P,910,Y,CNY       
PVG,ZQZ,MU ,L,900,Y,CNY       
YCU,NGB,MU ,I,1710,C,CNY       
PVG,YCU,MU ,W,1210,Y,CNY       
TNA,CKG,CA ,Q,1340,Y,CNY       
LHW,KWL,SC ,U,840,Y,CNY       
CZX,XMN,CA ,B,910,Y,CNY       
KWE,NGB,9H ,R,400,Y,CNY       
DYG,PVG,FM ,Y,1400,Y,CNY       
YCU,NGB,MU ,M,1320,Y,CNY       
SHE,YNT,RY ,V,540,Y,CNY       
CGO,NGB,SC ,H,920,Y,CNY       
PVG,LZH,ZH ,Y,1460,Y,CNY       
YNT,SHE,A6 ,I,380,Y,CNY       
ZQZ,PVG,MU ,L,900,Y,CNY       
YCU,PVG,MU ,W,1210,Y,CNY       
TNA,CKG,MU ,Q,1890,C,CNY       
LHW,KWL,ZH ,U,1440,Y,CNY       
XMN,CZX,CA ,B,910,Y,CNY       
KWE,NGB,3U ,R,610,Y,CNY       
PVG,DYG,FM ,Y,1400,Y,CNY       
DYG,PVG,HO ,Z,500,Y,CNY       
YNT,SHE,RY ,V,540,Y,CNY       
CGO,NGB,HU ,H,950,Y,CNY       
LZH,PVG,ZH ,Y,1460,Y,CNY       
YNT,SHE,DR ,I,210,Y,CNY       
PVG,ZQZ,KN ,L,900,/,CNY       
YCU,PVG,FM ,W,1210,Y,CNY       
CKG,TNA,MU ,Q,1890,C,CNY       
KWL,LHW,ZH ,U,1440,Y,CNY       
CGO,LZO,3U ,K,450,Y,CNY       
DYG,PVG,HO ,Y,1400,Y,CNY       
PVG,DYG,HO ,Z,500,Y,CNY       
CGO,NGB,GT ,H,950,Y,CNY       
PVG,LZH,9C ,Y,1550,/,CNY       
SHE,YNT,DR ,I,210,Y,CNY       
ZQZ,PVG,KN ,L,900,/,CNY       
PVG,YCU,FM ,W,1210,Y,CNY       
CKG,TNA,OQ ,Q,610,Y,CNY       
LHW,KWL,QW ,U,740,Y,CNY       
LZO,CGO,3U ,K,450,Y,CNY       
PVG,DYG,HO ,Y,1400,Y,CNY       
LZO,NKG,MU ,R,700,Y,CNY       
CGO,NGB,GJ ,H,900,Y,CNY       
LZH,PVG,9C ,Y,1550,/,CNY       
SHA,DLU,MU ,P,2720,Y,CNY       
YCU,NGB,MU ,K,1030,Y,CNY       
LZO,CGO,3U ,T,1160,Y,CNY       
TNA,CKG,OQ ,Q,610,Y,CNY       
KWL,LHW,QW ,U,740,Y,CNY       
LZO,CGO,MU ,K,920,Y,CNY       
HFE,XNN,MU ,S,720,Y,CNY       
LZO,NKG,3U ,R,560,Y,CNY       
CGO,NGB,PN ,H,950,Y,CNY       
PVG,LZH,MU ,Y,1550,Y,CNY       
CGO,LZO,3U ,T,1160,Y,CNY       
TNA,CKG,G5 ,Q,710,Y,CNY       
LHW,KWL,CZ ,U,1220,Y,CNY       
CGO,LZO,MU ,K,920,Y,CNY       
XNN,HFE,MU ,S,720,Y,CNY       
CGO,NGB,CZ ,H,730,Y,CNY       
LZH,PVG,MU ,Y,1550,Y,CNY       
CGO,LZO,8L ,T,340,Y,CNY       
CKG,TNA,G5 ,Q,710,Y,CNY       
KWL,LHW,CZ ,U,1220,Y,CNY       
CGO,LZO,8L ,K,980,Y,CNY       
TAO,CSX,MF ,F,4860,F,CNY       
CGO,NGB,Y8 ,H,950,Y,CNY       
SHE,YNT,GJ ,Q,650,Y,CNY       
LZO,CGO,8L ,T,340,Y,CNY       
TNA,CKG,ZH ,Q,1340,Y,CNY       
LHW,KWL,CA ,U,1440,Y,CNY       
LZO,CGO,8L ,K,980,Y,CNY       
CSX,TAO,MF ,F,4860,F,CNY       
WEH,XIY,MU ,Q,1890,C,CNY       
YNT,SHE,SC ,Q,660,Y,CNY       
YCU,NGB,MU ,C,2030,C,CNY       
CKG,TNA,ZH ,Q,1340,Y,CNY       
KWL,LHW,CA ,U,1440,Y,CNY       
CSX,TAO,MU ,F,3320,F,CNY       
XIY,WEH,MU ,Q,1890,C,CNY       
SHE,YNT,SC ,Q,660,Y,CNY       
KWE,TAO,CZ ,V,950,Y,CNY       
LHW,KWL,MU ,U,3300,C,CNY       
TAO,CSX,MU ,F,3320,F,CNY       
XIY,WEH,GJ ,Q,870,Y,CNY       
SHE,YNT,ZH ,Q,680,Y,CNY       
TAO,KWE,CZ ,V,950,Y,CNY       
KWL,LHW,MU ,U,3300,C,CNY       
CSX,TAO,CZ ,F,5920,F,CNY       
WEH,XIY,GJ ,Q,870,Y,CNY       
YNT,SHE,GJ ,Q,650,Y,CNY       
KWE,TAO,MU ,V,670,Y,CNY       
TAO,CSX,CZ ,F,5920,F,CNY       
HRB,HFE,ZH ,J,3680,C,CNY       
YNT,SHE,ZH ,Q,680,Y,CNY       
KWE,TAO,HU ,V,930,Y,CNY       
TNA,YIW,MU ,E,810,Y,CNY       
HFE,HRB,ZH ,J,3680,C,CNY       
SHE,YNT,MU ,Q,1780,C,CNY       
TAO,KWE,MU ,V,670,Y,CNY       
YIW,TNA,MU ,E,810,Y,CNY       
HFE,HRB,JR ,J,610,Y,CNY       
YNT,SHE,MU ,Q,1780,C,CNY       
TAO,KWE,HU ,V,930,Y,CNY       
TNA,XMN,SC ,G,930,Y,CNY       
HRB,HFE,JR ,J,610,Y,CNY       
YNT,SHE,KY ,Q,680,Y,CNY       
KWE,TAO,SC ,V,1040,Y,CNY       
XMN,TNA,SC ,G,930,Y,CNY       
HRB,HFE,CZ ,J,4600,C,CNY       
YNT,SHE,FM ,Q,1300,C,CNY       
KWE,TAO,Y8 ,V,930,Y,CNY       
HFE,HRB,CZ ,J,4600,C,CNY       
SHE,YNT,KY ,Q,680,Y,CNY       
TAO,KWE,SC ,V,1040,Y,CNY       
HFE,HRB,CA ,J,3680,C,CNY       
SHE,YNT,FM ,Q,1300,C,CNY       
TAO,KWE,Y8 ,V,930,Y,CNY       
HRB,HFE,CA ,J,3680,C,CNY       
SHE,YNT,EU ,Q,590,Y,CNY       
KWE,TAO,ZH ,V,1240,Y,CNY       
HRB,HFE,3U ,J,2390,C,CNY       
YNT,SHE,EU ,Q,590,Y,CNY       
TAO,KWE,HO ,V,1180,Y,CNY       
HRB,HFE,MU ,J,3640,C,CNY       
YNT,SHE,CA ,Q,770,Y,CNY       
TAO,KWE,ZH ,V,1240,Y,CNY       
HFE,HRB,3U ,J,2390,C,CNY       
YNT,SHE,QW ,Q,650,Y,CNY       
KWE,TAO,HO ,V,1180,Y,CNY       
HFE,HRB,MU ,J,3640,C,CNY       
SHE,YNT,RY ,Q,650,Y,CNY       
KWE,TAO,GS ,V,930,Y,CNY       
TAO,KWE,QW ,B,1740,Y,CNY       
SHE,YNT,CA ,Q,770,Y,CNY       
TAO,KWE,GS ,V,930,Y,CNY       
KWE,TAO,GS ,B,1780,Y,CNY       
SHE,YNT,QW ,Q,650,Y,CNY       
TAO,KWE,QW ,V,970,Y,CNY       
KWE,TAO,QW ,B,1740,Y,CNY       
YNT,SHE,RY ,Q,650,Y,CNY       
KWE,TAO,QW ,V,970,Y,CNY       
TAO,KWE,GS ,B,1780,Y,CNY       
XNN,HFE,PN ,Q,720,Y,CNY       
KWE,TAO,EU ,V,870,Y,CNY       
KWE,TAO,CZ ,B,1810,Y,CNY       
HFE,XNN,PN ,Q,720,Y,CNY       
TAO,KWE,EU ,V,870,Y,CNY       
TAO,KWE,CZ ,B,1810,Y,CNY       
HFE,XNN,MU ,Q,2660,C,CNY       
KWE,TAO,CA ,V,1240,Y,CNY       
TAO,KWE,MU ,B,1800,Y,CNY       
XNN,HFE,MU ,Q,2660,C,CNY       
TAO,KWE,CA ,V,1240,Y,CNY       
KWE,TAO,MU ,B,1800,Y,CNY       
HDG,PVG,MU ,L,750,Y,CNY       
KWE,TAO,SC ,B,1810,Y,CNY       
PVG,HDG,MU ,L,750,Y,CNY       
KWE,TAO,Y8 ,B,1780,Y,CNY       
NGB,CKG,PN ,T,540,Y,CTP       
TAO,KWE,SC ,B,1810,Y,CNY       
NGB,CKG,3U ,T,1540,Y,CTP       
TAO,KWE,Y8 ,B,1780,Y,CNY       
NGB,CKG,CZ ,T,670,Y,CTP       
TAO,KWE,HU ,B,1780,Y,CNY       
CKG,NGB,9C ,T,1050,Y,CTP       
KWE,TAO,HU ,B,1780,Y,CNY       
CKG,NGB,CZ ,T,690,Y,CTP       
TAO,KWE,CA ,B,1810,Y,CNY       
CKG,NGB,PN ,T,540,Y,CTP       
KWE,TAO,CA ,B,1810,Y,CNY       
CKG,NGB,3U ,T,1590,Y,CNY       
KWE,TAO,HO ,B,1760,Y,CNY       
CGO,NGB,FM ,I,1080,C,CNY       
TAO,KWE,HO ,B,1760,Y,CNY       
CGO,NGB,MU ,I,1470,C,CNY       
HFE,DSN,MU ,F,2660,F,CNY       
DSN,HFE,MU ,F,2660,F,CNY       
LZO,TSN,MU ,K,1200,Y,CNY       
LHW,KWL,HU ,H,1390,Y,CNY       
HFE,HRB,QW ,C,4040,C,CNY       
PVG,FUG,FM ,K,490,Y,CNY       
TAO,CSX,KY ,H,1150,Y,CNY       
NNG,XIY,CZ ,E,920,Y,CNY       
HFE,HRB,CZ ,M,1340,Y,CNY       
BAV,XIY,DR ,R,460,Y,CNY       
PVG,DYG,FM ,N,750,Y,CNY       
WUH,HGH,MU ,Y,760,Y,CNY       
CGO,NGB,RY ,N,730,Y,CNY       
XIY,KWL,MU ,I,1390,C,CNY       
WUH,HGH,MU ,V,340,Y,CNY       
KWE,TAO,HO ,H,1470,Y,CNY       
TAO,KWE,SC ,C,3760,C,CNY       
LZO,CGO,3U ,N,390,Y,CNY       
YNT,SHE,DR ,Z,320,Y,CNY       
LHW,KWE,MU ,S,410,Y,CNY       
PVG,DAT,MU ,W,1590,Y,CNY       
PVG,DSN,FM ,B,1660,Y,CNY       
KWL,LHW,SC ,K,500,Y,CTP       
DYG,XIY,9H ,Z,210,Y,CNY       
CKG,TNA,PN ,P,910,Y,CTP       
LUM,CAN,CZ ,N,710,Y,CTP       
YNT,SHE,EU ,S,700,Y,CNY       
YNT,SHE,SC ,B,980,Y,CNY       
CGO,KWL,JD ,X,760,Y,CNY       
CZX,XMN,3U ,G,720,Y,CNY       
HRB,HFE,3U ,I,2940,C,CNY       
NGB,CKG,9C ,P,390,Y,CTP       
YNJ,YNT,A6 ,T,740,Y,CNY       
WEH,XIY,MU ,S,610,Y,CNY       
BAV,XIY,MU ,M,810,Y,CNY       
HFE,INC,CA ,B,1360,Y,CNY       
HFE,HRB,GX ,L,1250,Y,CNY       
TAO,CSX,JD ,U,490,Y,CNY       
KWL,CGO,GT ,L,945,Y,CTP       
HRB,HFE,MU ,V,400,Y,CNY       
DAT,PVG,MU ,J,3630,C,CNY       
HYN,XIY,MU ,S,660,Y,CNY       
JNZ,PVG,FM ,Y,1330,Y,CNY       
XIY,HYN,MU ,C,2160,C,CNY       
YCU,TNA,MU ,K,520,Y,CNY       
XIY,NNG,CZ ,M,1460,Y,CNY       
INC,HFE,SC ,H,1220,Y,CNY       
KWE,TAO,CA ,S,950,Y,CNY       
BPE,PVG,FM ,S,700,Y,CNY       
CSX,TAO,HU ,N,680,Y,CNY       
HFE,DSN,SC ,H,970,Y,CNY       
YNT,SHE,GJ ,L,760,Y,CNY       
YNT,SHE,A6 ,C,850,Y,CNY       
CKG,TNA,3U ,E,960,Y,CNY       
TSN,LZO,MU ,I,2110,C,CNY       
LZO,CGO,MU ,V,530,Y,CNY       
KWE,TAO,HO ,W,980,Y,CNY       
XIY,NNG,GX ,B,2190,Y,CNY       
XIY,NNG,BK ,L,1580,Y,CNY       
DAT,PVG,MU ,N,1020,Y,CNY       
HFE,INC,DZ ,J,930,Y,CNY       
CSX,TAO,MF ,T,790,Y,CNY       
YBP,PVG,MU ,P,1870,Y,CNY       
PVG,BPE,FM ,W,1390,Y,CNY       
CGO,KWL,GX ,Q,530,Y,CNY       
CKG,TNA,ZH ,M,1690,Y,CNY       
YNT,SHE,ZH ,E,400,Y,CTP       
HFE,HRB,ZH ,Y,1840,Y,CNY       
DLC,NGB,8L ,Y,1350,Y,CNY       
HFE,HRB,JD ,T,480,Y,CNY       
TYN,DLC,KY ,V,790,Y,CNY       
TAO,YCU,MU ,V,440,Y,CNY       
YCU,TNA,ZH ,J,2160,C,CNY       
TAO,CSX,HO ,L,300,Y,CTP       
DLC,NGB,GJ ,Q,740,Y,CNY       
